Packet Type,Malware Indicators,Alerts/Warnings,Attack Type,Attack Signature,Severity Level,Proxy Information,Firewall Logs,IDS/IPS Alerts,Traffic Type_DNS,Traffic Type_FTP,Traffic Type_HTTP,Protocol_ICMP,Protocol_TCP,Protocol_UDP,Log Source_Firewall,Log Source_Server,Network Segment_Segment A,Network Segment_Segment B,Network Segment_Segment C,Action Taken_Blocked,Action Taken_Ignored,Action Taken_Logged,Anomaly Scores_Scaled,Packet_Length_Scaled,Destination_Port_Category,Source_Port_Category,year,month,dayofweek,hour,OS_name,Os_Version_Security
0,1,1,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.6299,0.9491643454038997,1,1,1,3,5,16,Linux,1.0
0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.6309,0.9846796657381616,1,1,1,1,0,8,Windows,4.0
0,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0.5975,0.3342618384401114,0,1,0,5,3,14,iPad,5.1
1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.46299999999999997,0.4700557103064067,1,1,1,5,4,2,Macintosh,10.6
0,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.8781,0.3551532033426184,1,1,0,11,5,23,Windows,5.0
1,0,0,2,1,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0.1833,0.6316155988857939,1,1,2,11,1,14,Linux,1.0
0,1,1,2,0,2,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.45280000000000004,0.7667130919220055,1,1,0,3,1,7,Macintosh,10.8
1,0,0,1,1,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0.3346,0.5654596100278552,1,1,2,8,4,16,Macintosh,10.6
0,0,0,1,0,2,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0.0315,0.014623955431754876,0,1,3,6,4,5,Windows,0.0
0,1,1,1,1,3,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.1371,0.36420612813370473,1,1,2,7,3,12,iPod,3.3
0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0.4786,0.9018105849582173,0,1,1,5,5,19,Windows,5.0
0,1,1,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0.7021,0.7931754874651811,1,1,0,10,2,14,Linux,1.0
1,0,0,2,1,3,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0.36479999999999996,0.4073816155988858,0,1,2,4,4,9,Windows,10.0
0,1,1,1,1,3,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.2299,0.42618384401114207,1,1,2,9,2,21,Windows,6.0
0,0,0,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.7464000000000001,0.03133704735376045,1,1,2,11,1,8,Windows,5.1
0,0,1,2,0,3,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.5015999999999999,0.6316155988857939,1,1,1,6,6,20,Windows,2.0
1,0,0,2,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0.0197,0.6288300835654597,1,1,0,10,2,17,Windows,6.1
0,0,1,1,0,2,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.36729999999999996,0.8105849582172702,1,0,2,9,6,15,Windows,1.0
1,0,0,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.8516,0.3384401114206128,1,1,0,6,2,2,Linux,1.0
0,0,0,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.5459,0.27506963788300837,1,1,0,6,4,17,Windows,2.0
0,0,1,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.9195000000000001,0.6566852367688022,1,1,3,4,0,10,iPhone,5.1
1,1,0,0,0,3,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.1672,0.3983286908077994,0,1,3,8,2,21,Windows,2.0
1,1,0,2,0,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.8614,0.46100278551532037,1,0,3,3,3,8,Linux,1.0
0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.3079,0.7813370473537604,1,1,3,6,6,0,Macintosh,10.9
1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0.11900000000000001,0.8050139275766017,1,1,2,11,3,17,Macintosh,10.12
1,1,1,1,0,2,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0.0782,0.42061281337047357,1,1,3,5,2,16,Windows,2.0
1,0,1,2,1,3,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.9516,0.24303621169916434,1,0,1,10,0,19,Windows,5.2
1,0,0,0,1,3,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.6474,0.4373259052924791,1,1,1,11,4,21,iPad,10.3
1,0,1,1,1,3,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.2353,0.9449860724233984,0,1,2,11,5,23,Windows,6.0
0,1,0,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0.3172,0.9965181058495822,1,1,2,5,2,21,Linux,1.0
1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.5455,0.5285515320334262,1,1,0,11,1,9,Linux,1.0
1,1,1,0,0,3,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.2154,0.28342618384401114,1,1,3,6,6,9,Android,3.2
0,1,1,1,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.9237000000000001,0.2945682451253482,1,1,0,10,4,21,Android,7.1
1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.3034,0.12186629526462397,0,1,0,4,0,22,Linux,1.0
0,0,1,2,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0.7642,0.6713091922005571,1,1,0,11,5,9,iPad,4.2
1,1,1,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0.7145999999999999,0.1476323119777159,1,1,3,2,3,14,Windows,2.0
1,0,0,2,1,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0.9968000000000001,0.967966573816156,1,1,0,1,3,10,Windows,2.0
0,0,0,1,1,2,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0.7907,0.5494428969359332,1,1,0,6,4,10,Linux,1.0
1,0,0,0,0,3,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.7266,0.011838440111420614,1,1,2,3,5,17,Windows,5.0
1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0.5603,0.4282729805013928,0,1,3,4,4,18,Macintosh,10.12
1,1,1,2,0,3,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.8197,0.8495821727019499,1,0,0,3,3,18,Android,2.0
0,1,0,2,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0.2144,0.19220055710306408,0,1,0,5,4,23,Windows,6.0
0,0,0,2,1,2,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.3996,0.8976323119777159,0,0,2,8,1,8,Linux,1.0
0,1,1,2,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.5993,0.4275766016713092,1,0,2,7,4,3,Macintosh,10.9
1,0,1,2,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0.2286,0.24094707520891367,1,1,1,1,5,22,Macintosh,10.9
0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.7751000000000001,0.9463788300835655,0,1,2,5,4,16,Windows,10.0
0,1,1,2,1,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0.45549999999999996,0.8530640668523677,1,1,1,11,6,14,Linux,1.0
0,0,0,2,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.2118,0.9561281337047354,1,1,3,4,3,6,Windows,6.2
1,1,0,2,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.37340000000000007,0.7715877437325905,1,0,2,10,0,16,Macintosh,10.8
1,1,0,0,1,3,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0.5962,0.7374651810584958,0,1,2,4,6,12,Linux,1.0
0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.8788,0.782033426183844,1,1,3,6,4,16,Windows,5.1
1,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.5729,0.37952646239554316,1,1,2,6,6,23,Linux,1.0
0,0,0,2,1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.46740000000000004,0.5515320334261838,1,1,1,10,2,15,Linux,1.0
0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0.0001,0.5842618384401115,1,1,1,7,4,4,iPhone,4.2
0,0,0,2,1,2,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.531,0.6176880222841226,1,0,2,1,6,13,Windows,10.0
0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.020499999999999997,0.9547353760445683,0,1,1,4,0,10,Macintosh,10.8
1,0,0,1,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.19469999999999998,0.6559888579387186,0,0,0,6,2,12,Windows,4.0
1,0,0,2,0,2,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.3682,0.20891364902506965,1,0,0,8,4,6,Windows,1.0
0,1,0,1,0,3,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.5931000000000001,0.8008356545961003,1,1,1,12,5,16,iPhone,9.3
1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0.6259,0.7625348189415042,1,1,0,9,1,3,Windows,5.0
1,1,1,1,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.6377,0.8732590529247911,1,1,2,12,4,16,Windows,6.0
0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.9826,0.7284122562674095,1,1,1,2,5,15,Windows,2.0
1,1,1,1,1,3,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.6889000000000001,0.5557103064066853,1,0,2,2,6,6,iPod,3.3
1,0,1,1,0,3,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.7647,0.9310584958217271,1,1,1,7,0,19,Linux,1.0
0,1,0,0,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0.44,0.5536211699164345,1,1,3,4,4,13,Windows,2.0
1,1,0,2,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.0358,0.39623955431754876,1,1,2,5,1,1,Macintosh,10.6
1,1,0,0,0,3,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.7937000000000001,0.3231197771587744,0,1,0,3,4,2,Linux,1.0
0,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0.3209,0.7743732590529248,0,1,0,5,6,19,Android,2.3
1,0,0,1,1,3,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0.7648,0.0870473537604457,1,1,2,10,2,0,Windows,6.2
1,1,0,2,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.4878,0.4449860724233983,1,1,1,3,4,1,Linux,1.0
1,0,0,1,0,2,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0.6892,0.5445682451253482,1,1,0,4,2,16,Linux,1.0
0,0,0,0,1,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0616,0.4477715877437326,1,1,3,8,6,13,Android,6.0
1,0,1,1,1,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.4263,0.9171309192200557,1,1,1,10,4,0,Windows,2.0
1,0,1,0,0,3,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.2873,0.3690807799442897,0,1,2,5,3,20,Android,2.3
0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0.2903,0.37813370473537605,0,1,3,8,6,22,Macintosh,10.1
1,0,1,1,0,2,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0.6551,0.2994428969359332,0,1,0,6,1,11,Windows,6.1
1,0,0,2,0,3,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0.0527,0.46448467966573814,1,1,0,2,5,2,Macintosh,10.12
1,0,0,1,1,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.4032,0.3098885793871866,0,0,2,1,6,7,Macintosh,10.12
0,1,0,2,1,2,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0.1431,0.3203342618384401,1,0,3,7,6,10,Windows,5.1
1,1,1,2,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0.6779999999999999,0.36142061281337046,1,1,2,9,3,0,Windows,5.01
1,1,1,2,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.4828,0.6462395543175488,1,1,1,10,4,14,Macintosh,10.6
1,0,1,2,0,2,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0.7539,0.7367688022284122,0,1,0,12,5,23,Windows,6.2
0,0,1,2,0,3,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.365,0.9603064066852367,1,1,3,9,5,1,Windows,6.2
0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0.7144,0.3816155988857939,1,1,0,11,3,18,Windows,6.0
1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.8443,0.28551532033426186,0,1,0,8,1,1,Windows,4.0
0,1,0,2,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.277,0.9366295264623955,1,1,1,5,1,19,Linux,1.0
1,0,0,2,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0201,0.5654596100278552,1,1,2,9,3,8,iPad,12.4
1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0.9969,0.9979108635097493,0,1,0,10,2,17,Linux,1.0
0,0,1,2,0,3,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0.3275,0.6984679665738162,0,1,2,9,6,8,Macintosh,10.11
1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0.30960000000000004,0.5452646239554317,0,1,2,7,2,4,Windows,6.2
1,1,0,2,1,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.22219999999999998,0.9498607242339833,1,1,0,8,6,21,Android,2.3
0,1,1,0,1,3,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0.4386,0.9909470752089136,1,1,0,1,2,23,Linux,1.0
1,0,1,2,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.08810000000000001,0.6657381615598886,0,1,0,12,6,15,iPod,4.3
1,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.813,0.8802228412256268,1,1,3,9,4,5,Windows,5.0
1,1,0,2,1,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.0168,0.18384401114206128,1,1,0,12,5,22,Linux,1.0
1,1,0,0,0,3,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.6226,0.08774373259052926,1,1,3,5,5,13,Macintosh,10.6
0,1,0,2,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0.24170000000000003,0.495125348189415,1,0,3,7,4,10,Windows,1.0
0,1,1,2,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.5453,0.16016713091922005,1,0,0,9,2,3,iPad,6.1
0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.9794,0.9930362116991645,1,1,0,2,2,19,Windows,2.0
0,0,1,0,0,3,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.6309,0.3920612813370474,0,1,0,11,5,16,Android,4.4
1,0,1,2,1,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.3533,0.49303621169916434,1,1,1,10,4,13,Linux,1.0
1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0099,0.825208913649025,1,1,1,7,0,17,Linux,1.0
0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.7782,0.5738161559888579,1,1,0,1,4,18,Macintosh,10.12
1,0,0,2,0,3,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0.153,0.7541782729805014,1,1,2,7,6,19,Macintosh,10.7
0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.2705,0.28969359331476324,1,1,1,9,0,11,Macintosh,10.5
1,0,0,2,1,3,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.3397,0.1615598885793872,0,1,1,6,2,4,Windows,2.0
1,0,1,2,1,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.3822,0.13231197771587744,0,1,2,8,0,12,Macintosh,10.6
1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.5136999999999999,0.5424791086350975,1,1,0,3,4,15,Linux,1.0
1,1,0,2,1,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0.050499999999999996,0.5954038997214485,1,1,1,1,5,10,Windows,6.1
1,1,1,2,1,3,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0.02,0.18384401114206128,1,1,1,3,4,20,Linux,1.0
0,1,0,0,1,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0.6738,0.0383008356545961,1,1,1,12,3,10,Windows,6.1
0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.4883,0.9136490250696379,1,0,1,9,2,4,Windows,10.0
1,0,1,1,0,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.353,0.4477715877437326,1,0,1,10,1,17,Windows,6.0
1,0,1,1,1,3,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0.5329,0.7841225626740947,0,0,2,11,1,9,Linux,1.0
1,0,1,1,1,2,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0.434,0.3565459610027855,1,1,3,4,2,18,Linux,1.0
1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0.3446,0.5146239554317549,1,1,1,1,5,9,Windows,2.0
1,1,0,1,1,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.6925,0.9415041782729805,1,0,0,9,6,22,Android,4.2
0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.7227,0.5522284122562674,0,1,0,12,4,4,iPad,6.1
0,1,1,2,1,2,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.5292,0.6399721448467967,1,1,1,4,2,6,Android,4.0
0,0,1,0,1,3,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.09550000000000002,0.12116991643454039,0,1,0,4,1,18,Windows,5.0
0,0,0,2,1,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.7231000000000001,0.8523676880222841,1,1,0,4,6,9,Windows,6.0
0,1,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0.0453,0.2903899721448468,1,1,1,11,0,20,Windows,4.0
1,1,0,2,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0.34509999999999996,0.7980501392757661,0,1,0,7,2,21,Macintosh,10.8
0,1,1,0,1,2,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0.892,0.4902506963788301,1,1,2,6,4,20,Windows,1.0
0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0.6174000000000001,0.892757660167131,1,1,3,3,2,0,Linux,1.0
1,1,0,2,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.7844,0.8593314763231198,1,0,3,10,3,10,Linux,1.0
1,1,0,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.5718,0.5438718662952646,1,1,1,2,6,22,Linux,1.0
1,0,1,2,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0.8487,0.40250696378830086,1,1,3,5,0,11,Windows,6.2
1,0,1,0,1,2,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.1547,0.24303621169916434,0,1,0,9,5,14,Android,3.1
0,1,0,2,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0.1058,0.9589136490250696,1,1,1,8,2,15,Linux,1.0
0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0.1423,0.9240947075208914,1,1,0,3,6,10,Windows,6.2
0,0,1,1,0,2,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0.2064,0.4909470752089137,1,1,1,8,0,1,Android,2.2
0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0.9046,0.83008356545961,1,1,1,6,5,15,iPod,3.0
1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0.6179,0.6253481894150418,1,1,0,3,1,9,Windows,5.1
1,1,0,1,1,2,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.7059000000000001,0.8286908077994429,0,0,0,6,0,8,iPad,10.3
0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0.2229,0.011838440111420614,1,1,3,2,0,9,Windows,5.2
1,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0.8348000000000001,0.8356545961002786,1,1,2,7,6,19,Macintosh,10.1
0,0,1,1,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.3822,0.8537604456824512,0,1,0,4,0,1,Windows,6.2
0,0,0,1,1,2,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.7136,0.4561281337047354,0,1,0,2,0,0,Windows,10.0
1,0,1,2,0,3,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0.3283,0.014623955431754876,1,1,1,7,3,21,Macintosh,10.11
1,0,1,0,0,3,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0.20829999999999999,0.39275766016713093,1,1,1,3,4,2,Android,9.0
1,1,1,0,0,3,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.37670000000000003,0.6302228412256268,0,1,1,12,6,2,Linux,1.0
0,0,0,1,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.2992,0.2889972144846797,1,1,0,1,0,16,Linux,1.0
0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0.20420000000000002,0.6149025069637883,1,1,1,5,1,22,Windows,5.0
1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0.8337000000000001,0.4401114206128134,1,1,2,2,0,17,iPad,7.1
0,1,0,2,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.25920000000000004,0.4178272980501393,1,0,3,1,2,9,Android,4.3
1,1,0,0,1,3,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0.8936000000000001,0.020194986072423392,1,0,0,8,0,11,Windows,1.0
0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.3861,0.24721448467966572,0,1,2,3,6,23,Macintosh,10.9
0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0.1807,0.451949860724234,1,1,1,7,3,5,Windows,6.1
0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0.8116,0.6274373259052924,1,0,3,6,6,8,Macintosh,10.1
0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0.21059999999999998,0.7263231197771588,1,0,2,7,0,15,Windows,0.0
1,1,0,0,1,2,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.5029,0.8286908077994429,1,1,2,1,1,1,Macintosh,10.1
1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0.0167,0.4331476323119777,1,1,1,12,4,19,Windows,5.2
1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.7815000000000001,0.34401114206128136,1,1,2,11,6,9,Windows,6.0
0,0,0,2,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0.7881,0.20891364902506965,1,1,3,5,4,16,iPod,4.0
0,0,0,0,1,3,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.6029,0.7855153203342619,0,1,1,11,0,12,Windows,6.2
1,0,1,2,0,3,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0.2713,0.1497214484679666,1,0,3,7,1,8,Windows,5.2
1,1,1,1,1,3,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0.4601,0.18871866295264625,1,0,0,2,6,4,Linux,1.0
1,1,0,1,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0.9357,0.4798050139275766,1,0,2,5,2,5,Windows,0.0
0,0,1,2,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0.7668,0.5236768802228412,1,1,2,6,0,19,Macintosh,10.11
1,0,0,0,1,3,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.823,0.6079387186629527,1,1,2,4,1,2,Linux,1.0
1,1,1,2,0,3,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0.881,0.22841225626740946,1,0,0,1,5,9,Windows,5.01
0,0,1,2,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.6372,0.3224233983286908,1,1,2,4,2,17,Windows,0.0
1,0,1,1,1,2,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0.9528,0.2576601671309192,0,1,1,4,4,7,Windows,6.1
0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0.7829,0.5027855153203342,1,1,2,12,5,5,iPod,4.1
1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0.2817,0.42061281337047357,1,1,2,10,0,6,iPad,5.1
0,1,0,1,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0.9340999999999999,0.9435933147632312,1,0,2,4,0,13,Linux,1.0
1,0,1,2,0,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0.4165,0.2576601671309192,0,1,3,4,0,6,Windows,2.0
